chrom,pos,ref_len,alt_len,size,vclass,sig_classes,best_axis,best_nlp,n_axes,MAF,tier,region,gene,symbol,protein_name,categories,strand,te_overlap,nearest_gene,dist_to_gene,block,block_span_genes,block_gene_mismatch,snp_cosig_2kb,snp_cosig_dist,snp_cosig_axes
Chr5,3045124,1,7,6,smallindel,"nonsnp,smallindel",bio8,7.313165590667609,1,0.0563207810575311,3_promoter,promoter,AT5G09800,PUB28,U-box domain-containing protein 28 (EC 2.3.2.27) (Plant U-box protein 28) (RING-type E3 ubiquitin transferase PUB28),,-,False,AT5G09800,711,Chr5_1611,AT5G09800,False,False,,
Chr1,24654040,1,2,1,smallindel,"nonsnp,smallindel",bio3,7.307733330279275,1,0.0630778778683055,3_promoter,promoter,AT1G66190,AT1G66190,Uncharacterized protein,,-,False,AT1G66190,102,Chr1_12448,AT1G66190,False,False,,
Chr5,23804267,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.303673453391224,1,0.0944862474094737,3_promoter,promoter,AT5G58950,AT5G58950,At5g58950 (Protein-tyrosine kinase),water,-,False,AT5G58950,594,Chr5_12255,AT5G58950,False,False,,
Chr1,26717275,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.295744482877256,1,0.097050439227711,3_promoter,promoter,AT1G70850,MLP34,MLP-like protein 34,defense,-,False,AT1G70850,446,Chr1_13883,AT1G70850,False,False,,
Chr3,18617173,1,2,1,smallindel,"nonsnp,smallindel",bio17,7.294074321835228,1,0.3175586787137118,3_promoter,promoter,AT3G50210,2ODDC23.1,Homoarginine-6-hydroxylase 2-ODD-C23.1 (EC 1.14.11.-) (2-oxoglutarate-dependent dioxygenase C23.1) (At2-ODD-C23.1),,-,True,AT3G50220,251,Chr3_8210,AT3G50210;AT3G50220,False,True,647.0,"bio14,bio15"
Chr5,8112869,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.29335758126269,1,0.0645434097810225,3_promoter,promoter,AT5G24000,MZF18.12,Keratin-associated protein (DUF819),,-,False,AT5G24000,159,Chr5_4198,AT5G24000,False,False,,
Chr2,1364859,457,1,456,sv,sv,bio1,7.292547061012034,2,0.1287454800172285,3_promoter,promoter,AT2G04090,DTX5,Protein DETOXIFICATION 5 (AtDTX5) (Multidrug and toxic compound extrusion protein 5) (MATE protein 5),,-,False,AT2G04090,169,Chr2_825,AT2G04090;AT2G04100,False,False,,
Chr5,3046253,1,4,3,smallindel,"nonsnp,smallindel",bio8,7.275651148909618,1,0.0558828928253867,3_promoter,promoter,AT5G09805,IDL3,Protein IDA-LIKE 3,flowering,+,False,AT5G09805,965,Chr5_1614,AT5G09805,False,False,,
Chr3,9634932,1,3,2,smallindel,"nonsnp,smallindel",bio15,7.272619212708637,1,0.1129315224560824,3_promoter,promoter,AT3G26290,CYP71B26,Cytochrome P450 71B26 (EC 1.14.-.-),temperature,-,False,AT3G26290,462,Chr3_5095,,False,True,72.0,bio15
Chr4,7100110,1,3,2,smallindel,"nonsnp,smallindel",bio18,7.271300720052642,1,0.1752709367058494,3_promoter,promoter,AT4G11800,AT4G11800,Calcineurin-like metallo-phosphoesterase superfamily protein,,-,False,AT4G11800,413,Chr4_2825,AT4G11800,False,True,131.0,"bio11,bio6,pc1"
Chr3,8068296,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.270095489855347,1,0.1708903962915594,3_promoter,promoter,AT3G22810,FL2,Auxin canalization protein (DUF828),,+,False,AT3G22810,219,Chr3_3953,AT3G22800;AT3G22810,False,False,,
Chr3,9301650,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.26564344112083,1,0.0758196819912303,3_promoter,promoter,AT3G25590,AT3G25590,Micronuclear linker histone polyprotein-like protein,,+,False,AT3G25590,359,Chr3_4843,AT3G25590,False,True,1119.0,bio15
Chr1,24636510,1,51,50,smallindel,"nonsnp,smallindel",bio3,7.264532659516763,2,0.0903020392764698,3_promoter,promoter,AT1G66160,PUB20,U-box domain-containing protein 20 (EC 2.3.2.27) (Plant U-box protein 20) (RING-type E3 ubiquitin transferase PUB20),,+,False,AT1G66160,686,Chr1_12435,AT1G66160,False,False,,
Chr1,19957541,3,1,2,smallindel,"nonsnp,smallindel",bio10,7.260122079405795,1,0.1465602788058194,3_promoter,promoter,AT1G53460,AT1G53460,Craniofacial development protein,,-,False,AT1G53460,909,Chr1_9169,AT1G53440;AT1G53450;AT1G53460,False,False,,
Chr3,241516,1,5,4,smallindel,"nonsnp,smallindel",bio14,7.249896053818407,1,0.1546132239428433,3_promoter,promoter,AT3G01650,RGLG1,E3 ubiquitin-protein ligase RGLG1 (EC 2.3.2.27) (RING domain ligase 1),water,+,False,AT3G01640,73,Chr3_126,AT3G01640;AT3G01650,False,False,,
Chr1,10738522,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.247487085158875,1,0.0754440643570639,3_promoter,promoter,AT1G30410,ABCC12,ABC transporter C family member 12 (ABC transporter ABCC.12) (AtABCC12) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 13) (Glutathione S-conjugate-transporting ATPase 13) (Multidrug resistance-associated protein 13),water,+,False,AT1G30410,283,Chr1_5710,AT1G30400;AT1G30410;AT1G30420,False,False,,
Chr3,5702826,1,4,3,smallindel,"nonsnp,smallindel",pc1,7.245124656922759,1,0.0645858699625188,3_promoter,promoter,AT3G16750,AT3G16750,Uncharacterized protein,,-,False,AT3G16760,187,Chr3_2785,AT3G16730;AT3G16740;AT3G16750;AT3G16760,False,False,,
Chr4,9174819,26,7,19,smallindel,"nonsnp,smallindel",bio6,7.242969447280783,1,0.0985122919082641,3_promoter,promoter,AT4G16200,DL4140W,SWAP (Suppressor-of-White-APricot)/surp domain-containing protein,,+,False,AT4G16200,805,Chr4_4313,AT4G16190;AT4G16195;AT4G16200;AT4G16210;AT4G16215;AT4G16220,False,False,,
Chr4,17559157,2,2,0,snp,"nonsnp,smallindel",bio15,7.240283465072334,1,0.0516110983761874,3_promoter,promoter,AT4G37310,CYP81H1,Cytochrome P450 like protein,temperature,-,False,AT4G37310,214,Chr4_8718,AT4G37310;AT4G37320,False,False,,
Chr5,22386149,6,1,5,smallindel,"nonsnp,smallindel",bio15,7.237419704400098,1,0.0639269893819635,3_promoter,promoter,AT5G55170,SUMO3,Small ubiquitin-related modifier 3 (AtSUMO3),,-,False,AT5G55170,35,Chr5_11538,AT5G55170,False,False,,
Chr1,18413567,2,1,1,smallindel,"nonsnp,smallindel",bio8,7.235848879828681,1,0.1966987306421453,3_promoter,promoter,AT1G49750,AT1G49750,Leucine-rich repeat (LRR) family protein,,-,True,AT1G49750,766,Chr1_8290,AT1G49750,False,False,,
Chr1,19536576,2,1,1,smallindel,smallindel,bio15,7.234268640914032,1,0.0952377210963856,3_promoter,promoter,AT1G52430,AT1G52430,Ubiquitin carboxyl-terminal hydrolase-related protein,,-,True,AT1G52430,621,Chr1_8899,AT1G52420;AT1G52430;AT1G52440;AT1G52450;AT1G52460,False,False,,
Chr5,1238710,1,2,1,smallindel,"nonsnp,smallindel",bio8,7.223310165587703,1,0.2986515001817183,3_promoter,promoter,AT5G04390,AT5G04390,C2H2-type zinc finger family protein,,+,False,AT5G04390,390,Chr5_873,AT5G04386;AT5G04390,False,False,,
Chr4,7931224,2,2,0,snp,"nonsnp,smallindel",bio5,7.210397105585906,1,0.1297073039141568,3_promoter,promoter,AT4G13620,ERF062,Ethylene-responsive transcription factor ERF062,defense,+,False,AT4G13620,913,Chr4_3467,,False,False,,
Chr5,26239377,2,2,0,snp,"nonsnp,smallindel",bio15,7.206479963599039,1,0.0551862174814397,3_promoter,promoter,AT5G65650,AT5G65650,"Sugar transporter, putative (DUF1195)",,+,False,AT5G65650,124,Chr5_13595,AT5G65640;AT5G65650,False,False,,
Chr4,5711413,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.2028447058788325,1,0.2611012025312944,3_promoter,promoter,AT4G08910,AT4G08910,Homeobox protein,,+,False,AT4G08910,933,Chr4_1973,,False,False,,
Chr1,4466842,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.202759642565365,1,0.1780721707777543,3_promoter,promoter,AT1G13110,CYP71B7,Cytochrome P450 71B7 (EC 1.14.-.-),temperature,+,False,AT1G13110,378,Chr1_2253,,False,True,34.0,"bio1,bio11"
Chr4,2804339,2,1,1,smallindel,"nonsnp,smallindel",bio5,7.201480821335735,1,0.3540183414112438,3_promoter,promoter,AT4G05520,EHD2,EH domain-containing protein 2 (AtEHD2) (EC 3.6.5.2),calcium,+,False,AT4G05520,111,Chr4_1599,AT4G05508;AT4G05520;AT4G05523;AT4G05530;AT4G05540;AT4G05553;AT4G05590;AT4G05612;AT4G05620;AT4G05630;AT4G05631;AT4G05632;AT4G06479,False,True,167.0,bio5
Chr4,10464791,1,4,3,smallindel,"nonsnp,smallindel",bio15,7.200034210724123,1,0.0681133378635753,3_promoter,promoter,AT4G19120,ERD3,Probable methyltransferase PMT21 (EC 2.1.1.-) (Protein EARLY-RESPONSIVE TO DEHYDRATION 3),water,-,False,AT4G19120,617,Chr4_5281,,False,False,,
Chr4,6322120,5,5,0,snp,"nonsnp,smallindel",bio4,7.189677072960753,1,0.0614323074167425,3_promoter,promoter,AT4G10130,AT4G10130,DNAJ heat shock N-terminal domain-containing protein,temperature,-,False,AT4G10140,333,Chr4_2251,AT4G10130;AT4G10140,False,False,,
Chr1,30166434,9,1,8,smallindel,"nonsnp,smallindel",bio3,7.17296155382788,1,0.2988680492747914,3_promoter,promoter,AT1G80210,BRCC36A,Mov34/MPN/PAD-1 family protein,,-,True,AT1G80210,679,Chr1_15675,AT1G80220,True,True,1968.0,bio1
Chr1,28524439,1,7,6,smallindel,smallindel,bio10,7.167545035795066,1,0.2716645327481357,3_promoter,promoter,AT1G75980,AT1G75980,Single hybrid motif superfamily protein,,-,False,AT1G75990,54,Chr1_14955,AT1G75980;AT1G75990,False,False,,
Chr1,25204095,2,2,0,snp,"nonsnp,smallindel",bio15,7.165715295840395,1,0.0542275309562683,3_promoter,promoter,AT1G67310,CAMTA4,Calmodulin-binding transcription activator 4 (AtCAMTA4) (AtFIN21) (Ethylene-induced calmodulin-binding protein 4) (EICBP4) (Ethylene-induced calmodulin-binding protein d) (EICBP.d) (Signal-responsive protein 5) (AtSR5),"temperature,defense,calcium",-,False,AT1G67310,969,Chr1_12840,AT1G67320;AT1G67325,True,False,,
Chr5,20229084,4,4,0,snp,"nonsnp,smallindel",bio15,7.16386194448105,1,0.0696661526506597,3_promoter,promoter,AT5G49780,AT5G49780,non-specific serine/threonine protein kinase (EC 2.7.11.1),,+,False,AT5G49780,169,Chr5_10268,AT5G49780,False,False,,
Chr5,23175695,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.1631783356152,1,0.1215560111132535,3_promoter,promoter,AT5G57190,PSD2,Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain],calcium,-,False,AT5G57190,331,Chr5_11972,AT5G57190,False,True,1153.0,"bio1,bio15"
Chr3,18587404,1,3,2,smallindel,nonsnp,bio15,7.1582572733076,1,0.0523202961141412,3_promoter,promoter,AT3G50120,AT3G50120,"Transmembrane protein, putative (DUF247)",,-,False,AT3G50120,92,Chr3_8182,AT3G50120,False,False,,
Chr5,8161996,2,1,1,smallindel,smallindel,bio15,7.153864491629354,1,0.1520332639867609,3_promoter,promoter,AT5G24130,MLE8.5,Polypyrimidine tract-binding-like protein,,+,False,AT5G24130,216,Chr5_4220,AT5G24130,False,True,697.0,bio15
Chr1,26377352,3,1,2,smallindel,smallindel,bio10,7.133701197148139,1,0.0974162817001342,3_promoter,promoter,AT1G70020,AT1G70020,"Transmembrane protein, putative (DUF1163)",,+,False,AT1G70020,16,Chr1_13674,AT1G70020,False,False,,
Chr5,17339392,9,1,8,smallindel,smallindel,bio1,7.133299090851807,1,0.4651692563837225,3_promoter,promoter,AT5G43185,AT5G43185,Expressed protein,,-,False,AT5G43185,531,Chr5_8052,AT5G43190,True,False,,
Chr3,596792,18,1,17,smallindel,smallindel,bio11,7.132353472941258,1,0.4575329260392622,3_promoter,promoter,AT3G02750,PPC6-1,Probable protein phosphatase 2C 33 (AtPP2C33) (EC 3.1.3.16) (AtPPC6;1),,-,False,AT3G02750,272,Chr3_318,AT3G02750;AT3G02760;AT3G02770;AT3G02780;AT3G02790,False,False,,
Chr4,10576896,1,182,181,sv,sv,bio15,7.088480281381696,2,0.2103577093644575,3_promoter,promoter,AT4G19390,AT4G19390,Transmembrane protein,,-,False,AT4G19390,468,Chr4_5357,AT4G19390,False,True,478.0,bio15
Chr5,2131980,113,1,112,sv,sv,pc1,7.020791529286691,2,0.0512146678837862,3_promoter,promoter,AT5G06860,PGIP1,Polygalacturonase inhibitor 1 (Polygalacturonase-inhibiting protein 1) (PGIP-1),defense,+,False,AT5G06865,105,Chr5_1232,AT5G06730,True,False,,
Chr5,6701938,492,1,491,sv,sv,bio15,6.936575713566617,1,0.1126029057936234,3_promoter,promoter,AT5G19820,KETCH1,ARM repeat superfamily protein,,-,True,AT5G19820,627,Chr5_3307,AT5G19800;AT5G19810;AT5G19820,False,True,1285.0,"bio10,bio15"
Chr4,6322337,1,653,652,sv,sv,bio4,6.931569495515728,1,0.0614323074167425,3_promoter,promoter,AT4G10130,AT4G10130,DNAJ heat shock N-terminal domain-containing protein,temperature,-,False,AT4G10140,120,Chr4_2251,AT4G10130;AT4G10140,False,False,,
Chr3,5927152,1,797,796,sv,sv,bio15,6.859400881338132,1,0.0980995459990067,3_promoter,promoter,AT3G17340,AT3G17340,Uncharacterized protein At3g17340,defense,-,True,AT3G17340,224,Chr3_2899,AT3G17340,False,False,,
Chr4,7210145,508,1,507,sv,sv,bio15,6.778054515054385,1,0.093310995535417,3_promoter,promoter,AT4G12030,BASS5,"Probable sodium/metabolite cotransporter BASS5, chloroplastic (Bile acid transporter 5) (Bile acid-sodium symporter family protein 5)","oxidative,defense",+,True,AT4G12030,266,Chr4_2923,AT4G12020;AT4G12030,False,False,,
Chr3,9929396,71,1,70,sv,sv,bio15,6.773188000464117,1,0.0621247941797429,3_promoter,promoter,AT3G26934,AT3G26934,Uncharacterized protein,,-,False,AT3G26934,273,Chr3_5258,AT3G26820;AT3G26830,True,False,,
Chr4,1143262,1,334,333,sv,sv,bio6,6.772830850685076,2,0.0561537471684542,3_promoter,promoter,AT4G02600,MLO1,MLO-like protein 1 (AtMlo1) (MLO protein homolog 1) (AtMlo-H1),"defense,calcium",+,True,AT4G02600,700,Chr4_869,,False,False,,
Chr2,9736633,1,127,126,sv,sv,pc1,6.753956804517935,1,0.0680006092244928,3_promoter,promoter,AT2G22860,PSK2,Phytosulfokines 2 (AtPSK2) [Cleaved into: Phytosulfokine-alpha (PSK-alpha) (Phytosulfokine-a); Phytosulfokine-beta (PSK-beta) (Phytosulfokine-b)],,+,True,AT2G22860,974,Chr2_3321,AT2G22860,False,False,,
Chr3,18617046,57,1,56,sv,sv,bio15,6.713639135476858,1,0.3880601362748579,3_promoter,promoter,AT3G50210,2ODDC23.1,Homoarginine-6-hydroxylase 2-ODD-C23.1 (EC 1.14.11.-) (2-oxoglutarate-dependent dioxygenase C23.1) (At2-ODD-C23.1),,-,True,AT3G50220,322,Chr3_8210,AT3G50210;AT3G50220,False,True,520.0,"bio14,bio15"
Chr1,3131477,1,728,727,sv,sv,bio15,6.681468960279359,1,0.0571943846615878,3_promoter,promoter,AT1G09660,AT1G09660,,,-,False,AT1G09660,383,Chr1_1532,,False,False,,
Chr3,15205485,1580,1,1579,sv,sv,bio15,6.61729652438859,1,0.0508369695056568,3_promoter,promoter,AT3G43230,AT3G43230,RING/FYVE/PHD-type zinc finger family protein,defense,+,True,AT3G43230,303,Chr3_6383,AT3G43220,True,True,771.0,bio15
Chr3,10204785,2,187,185,sv,sv,bio1,6.591713875313463,2,0.0516928867860273,3_promoter,promoter,AT3G27540,AT3G27540,"Beta-1,4-N-acetylglucosaminyltransferase family protein",,+,False,AT3G27540,522,Chr3_5472,,False,False,,
Chr2,1027540,1,104,103,sv,sv,bio8,6.55411428739575,1,0.0991543314673683,3_promoter,promoter,AT2G03370,AT2G03370,"O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase-like protein",,-,False,AT2G03370,495,Chr2_677,AT2G03370,False,False,,
Chr1,13155889,403,1000,597,sv,sv,bio17,6.553511507976914,1,0.0767470869151028,3_promoter,promoter,AT1G35620,PDIL5-2,Protein disulfide-isomerase 5-2 (AtPDIL5-2) (Protein disulfide-isomerase 7-1) (AtPDIL7-1) (Protein disulfide-isomerase 8) (PDI8),,+,True,AT1G35620,77,Chr1_6988,AT1G35620,False,True,1181.0,bio6
Chr2,1983286,1,227,226,sv,sv,bio3,6.445222215816803,1,0.1460477763956243,3_promoter,promoter,AT2G05420,AT2G05420,MATH domain and coiled-coil domain-containing protein At2g05420 (RTM3-like protein At2g05420),,+,False,AT2G05420,615,Chr2_1064,AT2G05400;AT2G05410;AT2G05420;AT2G05430,False,False,,
Chr3,14308928,184,1,183,sv,sv,bio15,6.409115848414111,1,0.0637023232199929,3_promoter,promoter,AT3G42148,AT3G42148,Uncharacterized protein,,-,False,AT3G42150,203,Chr3_6291,AT3G42150;AT3G42155;AT3G42160,True,False,,
Chr5,18558301,429,1,428,sv,sv,bio15,6.383661551826009,1,0.2606345089999112,3_promoter,promoter,AT5G45740,MRA19.16,Ubiquitin domain-containing protein,,-,False,AT5G45745,116,Chr5_9119,AT5G45730,True,False,,
Chr3,22439359,493,1,492,sv,sv,bio15,6.320633982920576,1,0.1195918971841985,3_promoter,promoter,AT3G60710,AT3G60710,Putative FBD-associated F-box protein At3g60710,,+,False,AT3G60700,154,Chr3_10188,AT3G60530,True,False,,
Chr2,18089620,1,284,283,sv,sv,bio1,6.292942786852226,2,0.3846362720836292,3_promoter,promoter,AT2G43610,AT2G43610,Endochitinase At2g43610 (EC 3.2.1.14),,-,False,AT2G43610,396,Chr2_7715,AT2G43610;AT2G43620,False,False,,
Chr2,9140325,1,906,905,sv,sv,bio3,6.283972177746244,1,0.1265320344404741,3_promoter,promoter,AT2G21370,XK1,D-ribulose kinase (D-ribulokinase) (EC 2.7.1.47) (Inactive Xylulose kinase 1) (Atxk-1),,-,False,AT2G21370,244,Chr2_3028,,False,False,,
Chr5,21496909,8,440,432,sv,sv,bio15,6.2838142708284455,1,0.0577327663248235,3_promoter,promoter,AT5G53010,MNB8.7,Calcium-transporting ATPase,calcium,-,False,AT5G53010,372,Chr5_10927,AT5G52970;AT5G52975;AT5G52980;AT5G52990;AT5G53000;AT5G53010;AT5G53020,False,False,,
Chr4,314269,1,315,314,sv,sv,bio4,6.271686500393511,1,0.0911947380412708,3_promoter,promoter,AT4G00750,AT4G00750,Probable methyltransferase PMT15 (EC 2.1.1.-),,+,True,AT4G00750,84,Chr4_239,,False,False,,
Chr1,28793212,4,140,136,sv,sv,bio15,6.260678135173247,1,0.0508649511770768,3_promoter,promoter,AT1G76710,ASHH1,Histone-lysine N-methyltransferase ASHH1 (EC 2.1.1.354) (ASH1 homolog 1) (Protein SET DOMAIN GROUP 26),"flowering,light",-,False,AT1G76710,536,Chr1_15092,AT1G76710;AT1G76720,False,True,1104.0,bio15
Chr3,13060051,1,419,418,sv,sv,bio15,6.239829312109153,1,0.0837122906338084,3_promoter,promoter,AT3G32047,AT3G32047,Cytochrome P450 superfamily protein,temperature,+,False,AT3G32047,997,Chr3_6274,AT3G31400;AT3G31401;AT3G31402;AT3G31430;AT3G31900;AT3G31910;AT3G31950;AT3G32030;AT3G32036;AT3G32040;AT3G32047;AT3G32050;AT3G32052;AT3G32090;AT3G32100;AT3G32120;AT3G32130;AT3G32150;AT3G32160;AT3G32180;AT3G32190;AT3G32200;AT3G32260;AT3G32280;AT3G32330;AT3G32400;AT3G32410;AT3G32896;AT3G32904;AT3G32905;AT3G32920;AT3G32930,False,False,,
Chr1,27595228,1,288,287,sv,sv,bio15,6.223569433390287,1,0.1097949743270874,3_promoter,promoter,AT1G73390,AT1G73390,Endosomal targeting BRO1-like domain-containing protein,,-,True,AT1G73390,86,Chr1_14446,AT1G73390,False,False,,
Chr1,26169385,2094,10,2084,sv,sv,bio10,6.218778620536972,1,0.4096508026123047,3_promoter,promoter,AT1G69580,PHL8,Myb family transcription factor PHL8 (Protein PHR1-LIKE 8),,+,True,AT1G69580,465,Chr1_13493,,False,False,,
Chr2,9891245,501,1,500,sv,sv,bio1,6.209795503119046,2,0.4550316984003241,3_promoter,promoter,AT2G23230,TPS05,Putative terpenoid synthase 5 (AtTPS05) (EC 4.2.3.-),,+,True,AT2G23230,971,Chr2_3418,AT2G23230,False,True,313.0,"bio1,bio10,bio5"
Chr2,17831245,1,150,149,sv,sv,pc1,6.175755535834907,1,0.1046634153886274,3_promoter,promoter,AT2G42850,CYP718,"Cytochrome P450, family 718",temperature,+,False,AT2G42850,410,Chr2_7578,,False,False,,
Chr4,6768133,1,736,735,sv,sv,pc1,6.148767027958846,1,0.1504558216441761,3_promoter,promoter,AT4G11100,AT4G11100,Gelsolin protein,,+,False,AT4G11100,481,Chr4_2558,AT4G11100,False,False,,
Chr5,25931490,1,100,99,sv,sv,bio4,6.130969493119468,2,0.0619892640547318,3_promoter,promoter,AT5G64870,FLOT3,Flotillin-like protein 3 (Nodulin-like protein 3),,-,True,AT5G64870,106,Chr5_13462,AT5G64870;AT5G64880,False,False,,
Chr3,10262337,1691,1,1690,sv,sv,bio10,6.116105866247419,1,0.2965372042222456,3_promoter,promoter,AT3G27700,AT3G27700,Zinc finger CCCH domain-containing protein 41 (AtC3H41),,-,True,AT3G27700,363,Chr3_5511,AT3G27670;AT3G27680;AT3G27690,True,False,,
Chr1,28160738,1,538,537,sv,sv,bio15,6.112309587405777,1,0.0557901425795121,3_promoter,promoter,AT1G74990,AT1G74990,E3 ubiquitin-protein ligase RMA (EC 2.3.2.27) (Protein RING membrane-anchor) (RING-type E3 ubiquitin transferase RMA),,-,True,AT1G74990,251,Chr1_14733,AT1G74970;AT1G74990,False,False,,
Chr2,11523156,107,2,105,sv,sv,bio15,6.093059771299998,1,0.0664868734099648,3_promoter,promoter,AT2G26990,CSN2,COP9 signalosome complex subunit 2 (Signalosome subunit 2) (Protein FUSCA 12),"light,defense",-,False,AT2G27000,42,Chr2_4319,AT2G26990;AT2G27000,False,True,1050.0,bio3
Chr3,11041140,3460,175,3285,sv,sv,bio8,6.084447022562893,1,0.1568782221187245,3_promoter,promoter,AT3G29050,CRRSP14,Putative cysteine-rich repeat secretory protein 14,,-,True,AT3G29060,391,Chr3_5945,AT3G29035;AT3G29040;AT3G29050;AT3G29060,False,False,,
Chr1,19546776,219,1,218,sv,sv,bio15,6.08195898137327,1,0.0667219270359386,3_promoter,promoter,AT1G52450,AT1G52450,Ubiquitin carboxyl-terminal hydrolase-related protein,,-,True,AT1G52450,510,Chr1_8899,AT1G52420;AT1G52430;AT1G52440;AT1G52450;AT1G52460,False,False,,
Chr1,2213049,57,1,56,sv,sv,bio8,6.075683167195212,1,0.0861775008114901,3_promoter,promoter,AT1G07200,SMXL6,Protein SMAX1-LIKE 6 (AtSMXL6) (Protein D53-like 2) (AtD53-like 2) (Protein D53-like SMXL 6),"temperature,water",-,False,AT1G07200,503,Chr1_1069,AT1G07000;AT1G07010;AT1G07020;AT1G07025;AT1G07030;AT1G07040,True,False,,
Chr4,7099846,800,1,799,sv,sv,pc1,6.040787990203762,1,0.2514196742664684,3_promoter,promoter,AT4G11800,AT4G11800,Calcineurin-like metallo-phosphoesterase superfamily protein,,-,True,AT4G11800,149,Chr4_2812,AT4G11770,True,True,80.0,"bio11,bio6,pc1"
Chr3,17872803,55,1,54,sv,sv,bio15,6.030313061854978,1,0.2674298936670476,3_promoter,promoter,AT3G48250,BIR6,"Pentatricopeptide repeat-containing protein At3g48250, chloroplastic",,-,False,AT3G48260,155,Chr3_7746,AT3G48250;AT3G48260,False,False,,
Chr4,10685656,1018,1,1017,sv,sv,bio4,6.028067901275587,1,0.0732417919419028,3_promoter,promoter,AT4G19630,AT4G19630,Winged-helix DNA-binding transcription factor family protein,,-,False,AT4G19640,525,Chr4_5425,AT4G19630;AT4G19640,False,False,,
Chr3,23109431,292,1,291,sv,sv,bio15,6.028021070389477,1,0.2219089378010142,3_promoter,promoter,AT3G62470,AT3G62470,"Pentatricopeptide repeat-containing protein At3g62470, mitochondrial",,-,True,AT3G62470,920,Chr3_10520,AT3G62460;AT3G62470;AT3G62499;AT3G62500;AT3G62510;AT3G62528;AT3G62530;AT3G62540,False,False,,
Chr4,7155292,145,1,144,sv,sv,bio15,6.014674050663092,1,0.0577884208072315,3_promoter,promoter,AT4G11910,SGR2,"Magnesium dechelatase SGR2, chloroplastic (EC 4.99.1.10) (Protein NONYELLOWING 2) (Protein STAY-GREEN 2) (Protein STAYGREEN 2)",,+,True,AT4G11910,816,Chr4_2872,AT4G11900;AT4G11910,False,False,,
Chr4,12137420,1,4887,4886,sv,sv,bio11,6.007631725646385,1,0.1001871607520363,3_promoter,promoter,AT4G23180,CRK10,Cysteine-rich receptor-like protein kinase 10 (Cysteine-rich RLK10) (EC 2.7.11.-) (Receptor-like protein kinase 4),"oxidative,defense",+,False,AT4G23180,717,Chr4_6294,AT4G23180,False,False,,
Chr4,2692712,32,2178,2146,sv,sv,bio6,5.984062929531292,1,0.0664839636195789,3_promoter,promoter,AT4G05260,AT4G05260,Ubiquitin-like superfamily protein,,+,False,AT4G05250,296,Chr4_1541,AT4G05250,True,False,,
Chr3,11694827,1,381,380,sv,sv,bio4,5.933506520860056,1,0.0669916326349431,3_promoter,promoter,AT3G29791,AT3G29791,RNase H type-1 domain-containing protein,,+,True,AT3G29791,929,Chr3_6067,AT3G29790;AT3G29791;AT3G29796;AT3G29797;AT3G29800,False,False,,
Chr2,18114766,1,778,777,sv,sv,bio10,5.916132583639801,2,0.0670869025317105,3_promoter,promoter,AT2G43700,LECRK54,L-type lectin-domain containing receptor kinase V.4 (Arabidopsis thaliana lectin-receptor kinase c1) (AthlecRK-c1) (LecRK-V.4) (EC 2.7.11.1),defense,+,False,AT2G43690,183,Chr2_7722,AT2G43680;AT2G43690;AT2G43700,False,False,,
Chr3,10151597,409,1,408,sv,sv,bio3,5.872749453727482,1,0.1971807913346724,3_promoter,promoter,AT3G27430,PBB1,Proteasome subunit beta type-7-A (EC 3.4.25.1) (20S proteasome beta subunit B-1) (Proteasome component FA) (Proteasome component FB) (Proteasome subunit beta type-2),,+,True,AT3G27425,222,Chr3_5436,AT3G27425;AT3G27430,False,False,,
Chr4,8220198,1,327,326,sv,sv,bio3,5.773454526028468,1,0.1928315162658691,3_promoter,promoter,AT4G14276,AT4G14276,Defensin-like protein 21,defense,+,False,AT4G14272,172,Chr4_3718,AT4G14272;AT4G14276,False,False,,
Chr1,23168563,1,55,54,sv,sv,bio15,5.764632868205054,1,0.133199160749262,3_promoter,promoter,AT1G62570,FMOGS-OX4,Flavin-containing monooxygenase FMO GS-OX4 (EC 1.14.13.237) (Flavin-monooxygenase glucosinolate S-oxygenase 4),,+,False,AT1G62570,573,Chr1_11165,,False,False,,
Chr5,16272738,1,1252,1251,sv,sv,pc1,5.754556790580485,1,0.0564992048523642,3_promoter,promoter,AT5G40630,MNF13.18,Ubiquitin-like superfamily protein,,-,False,AT5G40630,268,Chr5_7150,AT5G40600;AT5G40610,True,False,,
